ticker,series_id,fund_name,type,first_year,last_year
JSML,S000052563,Janus Henderson Small Cap Growth Alpha ETF,equity_longonly,2025,2025
JSMD,S000052564,Janus Henderson Small/Mid Cap Growth Alpha ETF,equity_longonly,2025,2025
RFAP,S000052735,First Trust RiverFront Dynamic Asia Pacific ETF,equity_longonly,2018,2020
RFDI,S000052736,First Trust RiverFront Dynamic Developed International ETF,equity_longonly,2018,2025
RFEM,S000052737,First Trust RiverFront Dynamic Emerging Markets ETF,equity_longonly,2018,2025
RFEU,S000052738,First Trust RiverFront Dynamic Europe ETF,equity_longonly,2018,2025
RFDA,S000052852,RiverFront Dynamic US Dividend Advantage ETF,equity_longonly,2018,2025
RFFC,S000052853,ALPS Active Equity Opportunity ETF,equity_longonly,2018,2025
PSET,S000052929,Principal Quality ETF,equity_longonly,2023,2025
PY,S000052930,Principal Value ETF,equity_longonly,2023,2025
JPHF,S000052985,JPMorgan Diversified Alternatives ETF,equity_longshort,2018,2019
RESE,S000053369,WisdomTree Emerging Markets ESG Fund,equity_longonly,2020,2023
SCAP,S000053430,AdvisorShares Cornerstone Small Cap ETF,equity_longonly,2018,2019
FLIO,S000053776,Franklin Liberty International Opportunities ETF,equity_longonly,2019,2019
MVIN,S000053955,Natixis Seeyond International Minimum Volatility ETF,equity_longonly,2018,2019
KOR,S000054175,AdvisorShares KIM Korea Equity ETF,equity_longonly,2018,2018
JPED,S000054538,JPMorgan Event Driven ETF,equity_longshort,2018,2019
BTEC,S000054611,Principal Healthcare Innovators ETF,equity_longonly,2023,2024
GENY,S000054612,Principal Millennial Global Growth ETF,equity_longonly,2023,2023
GOAU,S000054641,U.S. Global GO GOLD and Precious Metal Miners ETF,equity_longonly,2025,2025
FDVV,S000054749,Fidelity High Dividend ETF,equity_longonly,2018,2020
FDRR,S000054750,Fidelity Dividend ETF for Rising Rates,equity_longonly,2018,2020
FDLO,S000054751,Fidelity Low Volatility Factor ETF,equity_longonly,2018,2020
FDMO,S000054752,Fidelity Momentum Factor ETF,equity_longonly,2018,2020
FQAL,S000054753,Fidelity Quality Factor ETF,equity_longonly,2018,2020
FVAL,S000054754,Fidelity Value Factor ETF,equity_longonly,2018,2020
HDMV,S000054959,First Trust Horizon Managed Volatility Developed International ETF,equity_longonly,2018,2025
HUSV,S000054960,First Trust Horizon Managed Volatility Domestic ETF,equity_longonly,2018,2025
TTAC,S000054995,FCF US Quality ETF,equity_longonly,2018,2024
CWS,S000055090,AdvisorShares Focused Equity ETF,equity_longonly,2018,2025
PSC,S000055159,Principal U.S. Small-Cap ETF,equity_longonly,2023,2025
DUSA,S000055342,Davis Select U.S. Equity ETF,equity_longonly,2018,2025
DFNL,S000055343,Davis Select Financial ETF,equity_longonly,2018,2025
DWLD,S000055344,Davis Select Worldwide ETF,equity_longonly,2018,2025
RESD,S000055378,WisdomTree International ESG Fund,equity_longonly,2020,2023
WBIY,S000055583,WBI Power Factor High Dividend ETF,equity_longonly,2018,2018
ERM,S000056061,EquityCompass Risk Manager ETF,equity_longonly,2018,2022
EBLU,S000056225,Ecofin Global Water ESG Fund,equity_longonly,2018,2024
TPYP,S000056247,Tortoise North American Pipeline Fund,equity_longonly,2018,2024
AMLX,S000056752,Amplify YieldShares Oil Hedged MLP Income ETF,equity_longonly,2018,2018
TTAI,S000056835,FCF International Quality ETF,equity_longonly,2018,2024
GOP,S000056879,Republican Policies Fund,equity_longonly,2018,2018
DEMS,S000056880,Democratic Policies Fund,equity_longonly,2018,2018
PLCY,S000056881,EventShares U.S. Legislative Opportunities ETF,equity_longonly,2018,2019
CACG,S000057207,ClearBridge All Cap Growth ESG ETF,equity_longonly,2018,2024
FMDG,S000057344,FIELDSTONE MERLIN DYNAMIC LARGE CAP GROWTH ETF,equity_longonly,2018,2018
UVDV,S000057346,UVA Dividend Value ETF,equity_longonly,2022,2022
GDVD,S000057625,Principal Active Global Dividend Income ETF,equity_longonly,2018,2020
LRGE,S000057700,ClearBridge Large Cap Growth Select ETF,equity_longonly,2018,2026
FNG,S000058058,AdvisorShares New Tech and Media ETF,equity_longonly,2018,2019
SQLV,S000058077,Royce Quant Small-Cap Quality Value ETF,equity_longonly,2018,2026
BLDG,S000058208,Cambria Global Real Estate ETF,equity_longonly,2021,2025
TOKE,S000058209,Cambria Cannabis ETF,equity_longonly,2020,2025
VWID,S000058304,Virtus WMC International Dividend ETF,equity_longonly,2018,2025
AIEQ,S000058619,AI Powered Equity ETF,equity_longonly,2018,2023
NVOH,S000058687,Novo Nordisk A/S (B Shares) ADRhedged,equity_longonly,2025,2025
TMH,S000058694,Toyota Motor Corporation ADRhedged,equity_longonly,2025,2025
BPH,S000058698,BP p.l.c. ADRhedged,equity_longonly,2025,2025
JPLS,S000059123,JPMorgan Long/Short ETF,equity_longshort,2018,2019
CHGX,S000059138,Change Finance U.S. Large Cap Fossil Fuel Free ETF,equity_longonly,2018,2018
USMC,S000059183,Principal U.S. Mega-Cap ETF,equity_longonly,2023,2025
VICE,S000059263,AdvisorShares Vice ETF,equity_longonly,2018,2025
XOVR,S000059420,ERShares Private-Public Crossover ETF,equity_longonly,2018,2025
FIDI,S000059462,Fidelity International High Dividend ETF,equity_longonly,2018,2018
FIVA,S000059463,Fidelity International Value Factor ETF,equity_longonly,2018,2018
BLOK,S000061158,Amplify Transformational Data Sharing ETF,equity_longonly,2018,2024
IECS,S000061254,iShares Evolved U.S. Consumer Staples ETF,equity_longonly,2018,2022
IEDI,S000061255,iShares U.S. Consumer Focused ETF,equity_longonly,2018,2025
IEFN,S000061256,iShares Evolved U.S. Financials ETF,equity_longonly,2018,2022
IEHS,S000061257,iShares Evolved U.S. Healthcare Staples ETF,equity_longonly,2018,2022
IEIH,S000061258,iShares Evolved U.S. Innovative Healthcare ETF,equity_longonly,2018,2022
IEME,S000061259,iShares Evolved U.S. Media and Entertainment ETF,equity_longonly,2018,2022
IETC,S000061260,iShares U.S. Tech Independence Focused ETF,equity_longonly,2018,2025
VFLQ,S000061300,VANGUARD U.S. LIQUIDITY FACTOR ETF,equity_longonly,2018,2021
VFMV,S000061301,VANGUARD U.S. MINIMUM VOLATILITY ETF,equity_longonly,2018,2025
VFMO,S000061302,VANGUARD U.S. MOMENTUM FACTOR ETF,equity_longonly,2018,2025
VFQY,S000061304,VANGUARD U.S. QUALITY FACTOR ETF,equity_longonly,2018,2025
VFVA,S000061305,VANGUARD U.S. VALUE FACTOR ETF,equity_longonly,2018,2025
VFMF,S000061310,VANGUARD U.S. MULTIFACTOR ETF,equity_longonly,2018,2025
DINT,S000061340,Davis Select International ETF,equity_longonly,2018,2025
BKC,S000061652,REX BKCM ETF,equity_longonly,2018,2018
BATT,S000061920,Amplify Advanced Battery Metals and Materials ETF,equity_longonly,2018,2019
LSAF,S000061956,Redwood LeaderShares AlphaFactor Core ETF,equity_longonly,2018,2019
AIIQ,S000062057,AI Powered International Equity ETF,equity_longonly,2019,2022
DWMC,S000062083,AdvisorShares Dorsey Wright Small Company ETF,equity_longonly,2019,2023
DWSH,S000062084,AdvisorShares Dorsey Wright Short ETF,equity_longshort,2019,2025
OSCV,S000062252,Opus Small Cap Value ETF,equity_longonly,2019,2025
EMMF,S000062304,WisdomTree Emerging Markets Multifactor Fund,equity_longonly,2019,2026
DWMF,S000062306,WisdomTree International Multifactor Fund,equity_longonly,2019,2026
AUGR,S000062477,Defiance Future Tech ETF,equity_longonly,2018,2018
QTUM,S000062478,Defiance Quantum ETF,equity_longonly,2018,2018
DSTL,S000063127,Distillate U.S. Fundamental Stability & Value ETF,equity_longonly,2023,2024
PQIN,S000063180,PGIM Quant Solutions Strategic Alpha International Equity ETF,equity_longonly,2019,2022
PQLC,S000063181,PGIM QMA Strategic Alpha Large-Cap Core ETF,equity_longonly,2019,2021
PQSG,S000063182,PGIM QMA Strategic Alpha Small-Cap Growth ETF,equity_longonly,2019,2021
PQSV,S000063183,PGIM QMA Strategic Alpha Small-Cap Value ETF,equity_longonly,2019,2021
TMFS,S000063392,Motley Fool Small-Cap Growth ETF,equity_longonly,2019,2024
USDY,S000063508,Pacific Global US Equity Income ETF,equity_longonly,2019,2020
ERSX,S000063752,ERShares NextGen Entrepreneurs ETF,equity_longonly,2020,2023
TPLC,S000063763,Timothy Plan US Large/Mid Cap Core ETF,equity_longonly,2019,2022
TPSC,S000063764,Timothy Plan US Small Cap Core ETF,equity_longonly,2019,2022
TPIF,S000063765,Timothy Plan International ETF,equity_longonly,2019,2022
TPHD,S000063766,Timothy Plan High Dividend Stock ETF,equity_longonly,2019,2022
CNBS,S000064108,Amplify Seymour Cannabis ETF,equity_longonly,2019,2024
TCLD,S000064221,Tortoise Cloud Infrastructure Fund,equity_longonly,2019,2019
TPAY,S000064222,Ecofin Digital Payments Infrastructure Fund,equity_longonly,2019,2021
ARKF,S000064752,ARK Fintech Innovation ETF,equity_longonly,2019,2025
FSMD,S000064786,Fidelity Small-Mid Factor ETF,equity_longonly,2019,2020
THCX,S000064815,The Cannabis ETF,equity_longonly,2020,2022
DYNF,S000064945,iShares U.S. Equity Factor Rotation Active ETF,equity_longonly,2019,2025
MOTO,S000065017,Guinness Atkinson Smart Transportation & Technology ETF,equity_longonly,2019,2025
GIGE,S000065096,SoFi Gig Economy ETF,equity_longonly,2020,2023
ZIG,S000065204,The Acquirers Fund,equity_longonly,2023,2025
YOLO,S000065228,AdvisorShares Pure Cannabis ETF,equity_longonly,2019,2025
NERD,S000065293,Roundhill Video Games ETF,equity_longonly,2025,2025
QRFT,S000065357,QRAFT AI-Enhanced U.S. Large Cap ETF,equity_longonly,2020,2025
AMOM,S000065358,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,equity_longonly,2020,2025
USHG,S000065470,AGFIQ Dynamic Hedged U.S. Equity ETF,equity_longshort,2019,2020
GLIF,S000065471,AGF Global Infrastructure ETF,equity_longonly,2019,2023
FPWR,S000066179,First Trust EIP Power Solutions ETF,equity_longonly,2019,2025
ACVF,S000066215,American Conservative Values ETF,equity_longonly,2021,2025
AVEM,S000066454,Avantis Emerging Markets Equity ETF,equity_longonly,2020,2024
AVDE,S000066456,Avantis International Equity ETF,equity_longonly,2020,2024
AVDV,S000066457,Avantis International Small Cap Value ETF,equity_longonly,2020,2024
AVUS,S000066458,Avantis U.S. Equity ETF,equity_longonly,2020,2024
AVUV,S000066459,Avantis U.S. Small Cap Value ETF,equity_longonly,2020,2024
DBEH,S000066474,iM DBi Hedge Strategy ETF,equity_longshort,2019,2019
GSID,S000066532,Goldman Sachs MarketBeta International Equity ETF,equity_longonly,2020,2020
GSEE,S000066533,Goldman Sachs MarketBeta Emerging Markets Equity ETF,equity_longonly,2020,2020
GSUS,S000066535,Goldman Sachs MarketBeta U.S. Equity ETF,equity_longonly,2020,2020
ZECP,S000066608,Zacks Earnings Consistent Portfolio ETF,equity_longonly,2022,2025
AFLG,S000066788,First Trust Active Factor Large Cap ETF,equity_longonly,2020,2025
AFMC,S000066789,First Trust Active Factor Mid Cap ETF,equity_longonly,2020,2025
AFSM,S000066790,First Trust Active Factor Small Cap ETF,equity_longonly,2020,2025
IDY,S000066791,Pacific Global International Equity Income ETF,equity_longonly,2020,2020
FCPI,S000066804,Fidelity Stocks for Inflation ETF,equity_longonly,2020,2020
MSOS,S000066948,AdvisorShares Pure US Cannabis ETF,equity_longonly,2021,2025
WUGI,S000067057,Esoterica NextG Economy ETF,equity_longonly,2020,2022
ABEQ,S000067086,Absolute Select Value ETF,equity_longonly,2020,2026
HDIV,S000067182,QRAFT AI-Enhanced U.S. High Dividend ETF,equity_longonly,2020,2022
MMLG,S000067359,First Trust Multi-Manager Large Growth ETF,equity_longonly,2020,2025
DWEQ,S000067382,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,equity_longonly,2020,2022
BUYZ,S000067392,Franklin Disruptive Commerce ETF,equity_longonly,2020,2026
HELX,S000067393,Franklin Genomic Advancements ETF,equity_longonly,2020,2026
IQM,S000067394,Franklin Intelligent Machines ETF,equity_longonly,2020,2026
MRAD,S000067431,SmartETFs Advertising & Marketing Technology ETF,equity_longonly,2020,2024
MARB,S000067481,First Trust Merger Arbitrage ETF,equity_longshort,2020,2025
CFCV,S000067572,ClearBridge Focus Value ESG ETF,equity_longonly,2020,2024
SYUS,S000067955,Syntax Stratified U.S. Total Market ETF,equity_longonly,2021,2023
LRNZ,S000068068,"TrueShares Technology, AI & Deep Learning ETF",equity_longonly,2020,2024
ECOZ,S000068069,TrueShares ESG Active Opportunities ETF,equity_longonly,2020,2022
HSMV,S000068212,First Trust Horizon Managed Volatility Small/Mid ETF,equity_longonly,2020,2025
ACTV,S000068213,LeaderShares Activist Leaders ETF,equity_longonly,2020,2024
LSAT,S000068214,LeaderShares AlphaFactor Tactical Focused ETF,equity_longonly,2020,2025
SQEW,S000068215,LeaderShares Equity Skew ETF,equity_longonly,2020,2024
ESGA,S000068307,American Century Sustainable Equity ETF,equity_longonly,2020,2024
JIG,S000068407,JPMorgan International Growth ETF,equity_longonly,2020,2025
KLDW,S000068493,Knowledge Leaders Developed World ETF,equity_longonly,2021,2024
SIXL,S000068543,ETC 6 Meridian Low Beta Equity Strategy ETF,equity_longonly,2020,2025
SIXA,S000068544,ETC 6 Meridian Mega Cap Equity ETF,equity_longonly,2020,2025
SIXS,S000068545,ETC 6 Meridian Small Cap Equity ETF,equity_longonly,2020,2025
RISN,S000068946,Inspire Capital Appreciation ETF,equity_longonly,2020,2025
LCG,S000068966,Sterling Capital Focus Equity ETF,equity_longonly,2021,2025
GGRW,S000069038,Gabelli Growth Innovators ETF,equity_longonly,2021,2025
GABF,S000069039,Gabelli Financial Services Opportunities ETF,equity_longonly,2022,2025
LOPP,S000069043,Gabelli Love Our Planet & People ETF,equity_longonly,2021,2025
GCAD,S000069045,Gabelli Commercial Aerospace and Defense ETF,equity_longonly,2023,2025
ADIV,S000069134,Guinness Atkinson Asia Pacific Dividend Builder ETF,equity_longonly,2021,2025
DIVS,S000069135,Guinness Atkinson Dividend Builder ETF,equity_longonly,2021,2025
BMED,S000069260,iShares Health Innovation Active ETF,equity_longonly,2021,2025
BTEK,S000069261,BlackRock Future Tech ETF,equity_longonly,2021,2024
BFTR,S000069262,BlackRock Future Innovators ETF,equity_longonly,2021,2023
FUNL,S000069264,CornerCap Fundametrics Large-Cap ETF,equity_longonly,2021,2023
LYFE,S000069334,2ndVote Life Neutral Plus ETF,equity_longonly,2021,2023
EGIS,S000069336,2ndVote Society Defended ETF,equity_longonly,2021,2023
DFAU,S000069432,Dimensional US Core Equity Market ETF,equity_longonly,2021,2025
DFAI,S000069433,Dimensional International Core Equity Market ETF,equity_longonly,2021,2025
DFAE,S000069434,Dimensional Emerging Core Equity Market ETF,equity_longonly,2021,2025
LBAY,S000069694,Leatherback Long/Short Alternative Yield ETF,equity_longshort,2021,2025
JSTC,S000069950,Adasina Social Justice All Cap Global ETF,equity_longonly,2021,2025
FRTY,S000069955,Alger Mid Cap 40 ETF,equity_longonly,2021,2025
ATFV,S000069956,Alger 35 ETF,equity_longonly,2021,2025
SOLR,S000069963,Guinness Atkinson Sustainable Energy ETF,equity_longonly,2020,2025
NVQ,S000069970,QRAFT AI-Enhanced U.S. Next Value ETF,equity_longonly,2021,2023
GSPY,S000069980,Gotham Enhanced 500 ETF,equity_longonly,2021,2025
CBLS,S000069997,Clough Hedged Equity ETF,equity_longshort,2021,2024
CBSE,S000069998,Clough Select Equity ETF,equity_longonly,2021,2024
JOET,S000070014,Virtus Terranova U.S. Quality Momentum ETF,equity_longonly,2023,2024
LVOL,S000070039,American Century Low Volatility ETF,equity_longonly,2021,2024
MGMT,S000070046,BALLAST SMALL/MID CAP ETF,equity_longonly,2021,2025
FEVR,S000070124,Inspire Faithward Large Cap Momentum ESG ETF,equity_longonly,2021,2021
GLRY,S000070125,Inspire Growth ETF,equity_longonly,2021,2025
KNGS,S000070140,UPHOLDINGS Compound Kings ETF,equity_longonly,2021,2023
DSTX,S000070185,Distillate International Fundamental Stability & Value ETF,equity_longonly,2023,2024
SPCX,S000070261,The SPAC and New Issue ETF,equity_longonly,2021,2024
XDAT,S000070439,Franklin Exponential Data ETF,equity_longonly,2021,2026
TMAT,S000070451,Main Thematic Innovation ETF,equity_longonly,2021,2025
CBTG,S000070457,Cabot Growth ETF,equity_longonly,2021,2021
INFL,S000070458,Horizon Kinetics Inflation Beneficiaries ETF,equity_longonly,2021,2025
DIVY,S000070511,Sound Equity Dividend Income ETF,equity_longonly,2021,2025
UGCE,S000070522,Uncommon Portfolio Design Core Equity ETF,equity_longonly,2021,2021
EUCG,S000070565,Euclid Capital Growth ETF,equity_longonly,2021,2021
RAYC,S000070570,Rayliant Quantamental China Equity ETF,equity_longonly,2021,2025
AVDG,S000070637,AVDR US LargeCap ESG ETF,equity_longonly,2021,2021
AVDR,S000070638,AVDR US LargeCap Leading ETF,equity_longonly,2021,2021
SENT,S000070646,AdvisorShares Alpha DNA Equity Sentiment ETF,equity_longonly,2021,2023
SPXZ,S000070708,Morgan Creek - Exos SPAC Originated ETF,equity_longonly,2021,2021
DIVZ,S000070814,Opal Dividend Income ETF,equity_longonly,2021,2024
KEJI,S000070816,Global X China Innovation ETF,equity_longonly,2021,2022
DFAT,S000070901,Dimensional U.S. Targeted Value ETF,equity_longonly,2021,2025
DFUS,S000070902,Dimensional U.S. Equity Market ETF,equity_longonly,2021,2025
DFAC,S000070903,Dimensional U.S. Core Equity 2 ETF,equity_longonly,2021,2025
DFIV,S000070904,Dimensional International Value ETF,equity_longonly,2021,2025
DFAX,S000070905,Dimensional World ex U.S. Core Equity 2 ETF,equity_longonly,2021,2025
DFAS,S000070906,Dimensional U.S. Small Cap ETF,equity_longonly,2021,2025
SUBZ,S000070922,Roundhill Streaming Services & Technology ETF,equity_longonly,2021,2021
STNC,S000070925,Stance Equity ESG Large Cap Core ETF,equity_longonly,2021,2022
ASPY,S000070934,ASYMshares ASYMmetric S&P 500 ETF,equity_longshort,2021,2022
LCLG,S000070990,Logan Capital Broad Innovative Growth ETF ,equity_longonly,2023,2025
UMI,S000071002,USCF Midstream Energy Income Fund,equity_longonly,2021,2025
JEMA,S000071185,JPMorgan ActiveBuilders Emerging Markets Equity ETF,equity_longonly,2021,2025
EOPS,S000071225,Emles Alpha Opportunities ETF,equity_longshort,2021,2022
FORH,S000071248,Formidable ETF,equity_longonly,2022,2026
KONG,S000071250,Formidable Fortress ETF,equity_longonly,2022,2026
MVP,S000071254,"Roundhill Pro Sports, Media & Apparel ETF",equity_longonly,2021,2021
LCTU,S000071281,BlackRock U.S. Carbon Transition Readiness ETF,equity_longonly,2021,2025
LCTD,S000071282,BlackRock World ex U.S. Carbon Transition Readiness ETF,equity_longonly,2021,2025
VSLU,S000071288,Applied Finance Valuation Large Cap ETF,equity_longonly,2021,2025
EPRE,S000071293,First Trust TCW ESG Premier Equity ETF,equity_longonly,2021,2022
ARKX,S000071318,ARK Space Exploration & Innovation ETF,equity_longonly,2021,2025
XVOL,S000071415,Acruence Active Hedge U.S. Equity ETF,equity_longshort,2022,2026
GTEK,S000071430,Goldman Sachs Future Tech Leaders Equity ETF,equity_longonly,2022,2025
SXQG,S000071535,ETC 6 Meridian Quality Growth ETF,equity_longonly,2021,2025
BEDZ,S000071546,AdvisorShares Hotel ETF,equity_longonly,2021,2025
EATZ,S000071547,AdvisorShares Restaurant ETF,equity_longonly,2021,2025
MBOX,S000071574,Freedom Day Dividend ETF,equity_longonly,2021,2024
PXUS,S000071620,Principal International Adaptive Multi-Factor ETF,equity_longonly,2021,2023
PLRG,S000071621,Principal U.S. Large-Cap Adaptive Multi-Factor ETF,equity_longonly,2021,2023
PLTL,S000071622,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,equity_longonly,2021,2023
GSFP,S000071688,Goldman Sachs Future Planet Equity ETF,equity_longonly,2021,2024
JRE,S000071696,Janus Henderson U.S. Real Estate ETF,equity_longonly,2021,2025
PGRO,S000071709,Putnam Focused Large Cap Growth ETF,equity_longonly,2021,2025
PVAL,S000071710,Putnam Focused Large Cap Value ETF,equity_longonly,2021,2025
PFUT,S000071711,Putnam Sustainable Future ETF,equity_longonly,2021,2025
PLDR,S000071712,Putnam Sustainable Leaders ETF,equity_longonly,2021,2025
MJUS,S000071726,ETFMG U.S. Alternative Harvest ETF,equity_longonly,2022,2022
ACSI,S000071844,American Customer Satisfaction ETF,equity_longonly,2021,2022
ILDR,S000071847,First Trust Innovation Leaders ETF,equity_longonly,2021,2025
KOCG,S000071907,FIS Knights of Columbus Global Belief ETF,equity_longonly,2022,2025
CUBS,S000071948,Asian Growth Cubs ETF,equity_longonly,2022,2023
JFWD,S000071967,Jacob Forward ETF,equity_longonly,2021,2024
XPND,S000071978,First Trust Expanded Technology ETF,equity_longonly,2021,2025
BUDX,S000071980,Cannabis Growth ETF,equity_longonly,2022,2023
BKES,S000072023,BNY Mellon Sustainable Global Emerging Markets ETF,equity_longonly,2022,2023
BKIS,S000072024,BNY Mellon Sustainable International Equity ETF,equity_longonly,2022,2023
BKUS,S000072025,BNY Mellon Sustainable US Equity ETF,equity_longonly,2022,2023
GK,S000072084,AdvisorShares Gerber Kawasaki ETF,equity_longonly,2022,2025
PSIL,S000072085,AdvisorShares Psychedelics ETF,equity_longonly,2022,2025
VSPY,S000072134,VectorShares Min Vol ETF,equity_longonly,2022,2022
AQGX,S000072155,AI Quality Growth ETF,equity_longonly,2022,2022
JUSA,S000072166,JPMorgan ActiveBuilders U.S. Large Cap Equity ETF,equity_longonly,2022,2023
SPAX,S000072268,Robinson Alternative Yield Pre-Merger SPAC ETF,equity_longonly,2022,2024
GBUY,S000072294,Goldman Sachs Future Consumer Equity ETF,equity_longonly,2022,2024
GDOC,S000072296,Goldman Sachs Future Health Care Equity ETF,equity_longonly,2022,2025
ITAN,S000072323,Sparkline Intangible Value ETF,equity_longonly,2023,2025
HVAL,S000072374,ALPS Hillman Active Value ETF,equity_longonly,2021,2022
ESGY,S000072412,American Century Sustainable Growth ETF,equity_longonly,2021,2024
BECO,S000072413,BlackRock Future Climate and Sustainable Economy ETF,equity_longonly,2022,2024
NETZ,S000072458,TCW Transform Systems ETF,equity_longonly,2022,2025
VCLN,S000072510,Virtus Duff & Phelps Clean Energy ETF,equity_longonly,2022,2025
TPLE,S000072550,Timothy Plan US Large/Mid Cap Core Enhanced ETF,equity_longonly,2021,2022
TPHE,S000072551,Timothy Plan High Dividend Stock Enhanced ETF,equity_longonly,2021,2022
SMIG,S000072560,Bahl & Gaynor Small/Mid Cap Income Growth ETF,equity_longonly,2021,2025
FFND,S000072561,One Global ETF,equity_longonly,2022,2025
SPRX,S000072639,Spear Alpha ETF,equity_longonly,2022,2025
HEET,S000072686,Hartford Schroders ESG US Equity ETF,equity_longonly,2022,2022
EVNT,S000072757,AltShares Event-Driven ETF,equity_longshort,2022,2025
APXH,S000072783,APEX Healthcare ETF,equity_longonly,2022,2022
DBEH,S000072814,iMGP DBi Hedge Strategy ETF,equity_longshort,2021,2023
GREI,S000072818,Goldman Sachs Future Real Estate and Infrastructure Equity ETF,equity_longonly,2022,2024
MOHR,S000072880,Mohr Growth ETF,equity_longonly,2022,2023
JAVA,S000072931,JPMorgan Active Value ETF,equity_longonly,2022,2025
AVES,S000072996,Avantis Emerging Markets Value ETF,equity_longonly,2022,2024
AVIV,S000072997,Avantis International Large Cap Value ETF,equity_longonly,2022,2024
AVLV,S000072998,Avantis U.S. Large Cap Value ETF,equity_longonly,2022,2024
AVRE,S000072999,Avantis Real Estate ETF,equity_longonly,2022,2024
SPC,S000073002,CrossingBridge Pre-Merger SPAC ETF,equity_longonly,2021,2024
SXUS,S000073431,Janus Henderson International Sustainable Equity ETF,equity_longonly,2021,2023
JZRO,S000073432,Janus Henderson Net Zero Transition Resources ETF,equity_longonly,2021,2022
SSPX,S000073433,Janus Henderson U.S. Sustainable Equity ETF,equity_longonly,2021,2024
CRPT,S000073441,First Trust SkyBridge Crypto Industry and Digital Economy ETF,equity_longonly,2022,2025
MMSC,S000073489,First Trust Multi-Manager Small Cap Opportunities ETF,equity_longonly,2022,2025
INNO,S000073580,Harbor Disruptive Innovation ETF,equity_longonly,2022,2024
HFGO,S000073664,Hartford Large Cap Growth ETF,equity_longonly,2022,2025
MDCP,S000073699,VictoryShares THB Mid Cap ETF,equity_longonly,2022,2024
RUFF,S000073725,Alpha Dog ETF,equity_longonly,2022,2023
BKCI,S000073736,BNY Mellon Concentrated International ETF,equity_longonly,2022,2025
PINK,S000073751,Simplify Health Care ETF,equity_longonly,2022,2025
NZRO,S000073809,Strategy Shares Halt Climate Change ETF,equity_longonly,2022,2023
TEMP,S000073853,JPMorgan Climate Change Solutions ETF,equity_longonly,2022,2024
GFGF,S000073969,Guru Favorite Stocks ETF,equity_longonly,2022,2025
GCIG,S000073970,Genuine Investors ETF,equity_longonly,2022,2022
JIRE,S000074054,JPMorgan International Research Enhanced Equity ETF,equity_longonly,2022,2025
JMEE,S000074055,JPMorgan Small & Mid Cap Enhanced Equity ETF,equity_longonly,2022,2025
JPRE,S000074056,JPMorgan Realty Income ETF,equity_longonly,2023,2026
PSDN,S000074074,AdvisorShares Poseidon Dynamic Cannabis ETF,equity_longonly,2022,2023
WEED,S000074090,Roundhill Cannabis ETF,equity_longonly,2022,2025
YUMY,S000074132,VanEck Future of Food ETF,equity_longonly,2021,2023
AILV,S000074139,Alpha Intelligent - Large Cap Value ETF,equity_longonly,2022,2022
AILG,S000074140,Alpha Intelligent - Large Cap Growth ETF,equity_longonly,2022,2022
CGGR,S000074246,Capital Group Growth ETF,equity_longonly,2022,2025
CGUS,S000074247,Capital Group Core Equity ETF,equity_longonly,2022,2025
CGXU,S000074248,Capital Group International Focus Equity ETF,equity_longonly,2022,2025
CGDV,S000074249,Capital Group Dividend Value ETF,equity_longonly,2022,2025
CGGO,S000074250,Capital Group Global Growth Equity ETF,equity_longonly,2022,2025
OALC,S000074252,OneAscent Large Cap Core ETF,equity_longonly,2022,2025
iBET,S000074300,iBET Sports Betting & Gaming ETF,equity_longonly,2022,2022
UMMA,S000074340,Wahed Dow Jones Islamic World ETF,equity_longonly,2022,2025
DEIF,S000074383,Sterling Capital Diverse Multi-Manager Active ETF,equity_longonly,2022,2023
UBCB,S000074411,UBC Algorithmic Fundamentals ETF,equity_longonly,2022,2022
WLTG,S000074455,WealthTrust DBS Long Term Growth ETF,equity_longonly,2022,2025
THRO,S000074569,iShares U.S. Thematic Rotation Active ETF,equity_longonly,2022,2025
SYII,S000074623,Syntax Stratified Total Market II ETF,equity_longonly,2022,2023
FMCX,S000074624,FMC Excelsior Focus Equity ETF,equity_longonly,2023,2026
IUSA,S000074631,Amberwave Invest USA JSG Fund,equity_longonly,2022,2022
TMFG,S000074654,Motley Fool Global Opportunities ETF,equity_longonly,2022,2024
TMFM,S000074655,Motley Fool Mid-Cap Growth ETF,equity_longonly,2022,2024
GRZZ,S000074690,Grizzle Growth ETF,equity_longonly,2022,2023
ZGEN,S000074694,The Generation Z ETF,equity_longonly,2022,2022
FPAG,S000074718,FPA Global Equity ETF,equity_longonly,2022,2023
VDNI,S000074719,V-Shares US Leadership Diversity ETF,equity_longonly,2022,2023
EATV,S000074724,VegTech Plant-based Innovation and Climate ETF,equity_longonly,2022,2024
RAYE,S000074753,Rayliant Quantamental Emerging Market ex-China Equity ETF,equity_longonly,2022,2025
RAYD,S000074754,Rayliant Quantitative Developed Market Equity ETF,equity_longonly,2022,2025
TIME,S000074761,Clockwise Core Equity & Innovation ETF,equity_longonly,2022,2023
CAPE,S000074771,DoubleLine Shiller CAPE U.S. Equities ETF,equity_longonly,2022,2025
CVAR,S000074803,Cultivar ETF,equity_longonly,2022,2025
